P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method
Kepler-1047 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.15,2.08,1.34,2.8,2.41,14.47969,14.47969,14.4797,497.0,497.0,497.0,16.3,-21.69,3.96,56.19,0.2945,0.0,0.29,0.0,Cyg,G,1.08,1.13,5754.0,1.255817,-0.06071394910461842,4.47,13.4,566.0,19.2431,50.788999999999994,-29.6,2.0449,2,0,0.8420000000000001,1.985,-1.96,-0.13,0.36,0.33,0.34,0,0,0,1,Transit
Kepler-1047 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.83,0.99,0.86,0.85,0.92,663.8799,663.88,663.8801,1293.2,1293.2,1293.2,0.7,-24.23,1.87,3.19,0.0435,0.0,0.04,0.0,Cyg,G,1.08,1.13,5754.0,1.255817,-0.06071394910461842,4.47,13.4,566.0,19.2431,50.788999999999994,-33.8,13.8797,2,0,0.8420000000000001,1.985,-2.4,-0.17,-1.24,0.27,0.3,0,0,0,1,Transit
Kepler-1048 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.54,1.61,1.08,1.74,1.68,49.35358,49.35358,49.353590000000004,675.3,675.3,675.3,4.9,-22.47,3.07,6.92,0.0646,0.0,0.06,0.0,Lyr,K,0.75,0.7,4651.0,0.20571799999999998,-0.06071394910461842,3.98,14.8,415.0,18.7932,42.1658,-31.0,5.7805,1,0,0.361,0.885,-2.13,-0.15,-0.48,0.31,0.3,0,0,0,1,Transit
Kepler-1049 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.74,0.95,0.86,0.81,0.88,40.42857,40.42857,40.42857,642.4,642.4,642.4,0.6,-21.1,1.81,3.27,0.0345,0.0,0.03,0.0,Cyg,M,0.51,0.49,3864.0,0.048021,-0.06071394910461842,3.8,14.2,129.0,19.1564,47.773,-30.8,7.5823,1,0,0.17800000000000002,0.45399999999999996,-2.04,-0.18,-1.06,0.3,0.33,0,0,0,1,Transit
Kepler-1050 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.42,1.6,1.08,1.72,1.66,96.38577,96.38577,96.38579,798.3,798.3,798.3,4.8,-23.19,3.04,15.38,0.1245,0.0,0.12,0.0,Dra,F,1.09,1.13,6010.0,1.494668,-0.06071394910461842,3.55,13.1,555.0,18.8617,48.6264,-31.7,4.8373,2,0,0.905,2.119,-2.28,-0.15,-0.59,0.3,0.29,0,0,0,1,Transit
Kepler-1050 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.31,1.48,1.02,1.52,1.5,63.10795,63.10796,63.107980000000005,718.1,718.1,718.1,3.4,-22.55,2.81,21.13,0.1539,0.0,0.15,0.0,Dra,F,1.09,1.13,6010.0,1.494668,-0.06071394910461842,3.55,13.1,555.0,18.8617,48.6264,-31.3,3.9137,2,0,0.905,2.119,-2.24,-0.16,-0.65,0.3,0.3,0,0,0,1,Transit
Kepler-1051 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.73,3.39,0.2,0.67,1.51,142.7007,142.7008,142.7008,880.5,880.5,880.5,1.5,-25.25,6.45,25.96,0.1933,0.0,0.19,0.0,Cyg,F,1.43,1.73,6675.0,5.330735,-0.06071394910461842,1.74,13.2,1021.0,19.6772,40.8988,-32.1,4.7714,1,0,1.643,3.803,-2.34,2.68,-0.75,0.22,0.2,0,0,0,1,Transit
Kepler-1052 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.86,2.92,0.19,0.57,1.29,25.735,25.735,25.73501,573.8,573.8,573.8,0.9,-23.06,5.56,34.85,0.2108,0.0,0.21,0.0,Cyg,G,1.03,1.03,5888.0,1.144025,-0.06071394910461842,3.55,14.9,1051.0,19.6895,46.6023,-30.3,2.6036,1,0,0.797,1.8730000000000002,-2.09,2.51,-0.69,0.23,0.26,0,0,0,1,Transit
Kepler-1053 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.8,0.97,0.86,0.84,0.9,177.1562,177.1562,177.1562,929.5,929.5,929.5,0.7,-22.76,1.85,2.41,0.0319,0.0,0.03,0.0,Lyr,K,0.74,0.69,4529.0,0.17972,-0.06071394910461842,3.09,13.2,171.0,19.4279,39.1274,-32.4,11.5644,1,0,0.33899999999999997,0.836,-2.23,-0.17,-1.16,0.28,0.3,0,0,0,1,Transit
Kepler-1054 b,Hot,Neptunian,gas,no-atmosphere,non-habitable,3.47,2.63,0.19,0.5,1.15,781.7841,781.7841,781.7843,1347.2,1347.2,1347.2,0.7,-26.55,5.0,4.31,0.0553,0.0,0.06,0.0,Cyg,F,1.22,1.34,6209.0,2.394342,-0.06071394910461842,2.82,14.1,1050.0,19.3734,44.5564,-34.0,12.9311,1,0,1.131,2.639,-2.43,2.43,-1.12,0.22,0.23,0,0,0,1,Transit
Kepler-1055 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.75,1.23,0.94,1.15,1.19,743.7345,743.7346,743.7349,1330.5,1330.5,1330.5,1.6,-24.84,2.34,2.3,0.0338,0.0,0.03,0.0,Cyg,G,0.98,0.94,5723.0,0.850434,-0.06071394910461842,3.09,13.1,422.0,19.3658,44.9326,-33.9,14.8557,1,0,0.6940000000000001,1.6380000000000001,-2.4,-0.16,-1.1,0.27,0.29,0,0,0,1,Transit
Kepler-1056 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.34,3.01,0.2,0.59,1.33,53.13675,53.136759999999995,53.136759999999995,687.8,687.8,687.8,1.0,-23.91,5.73,27.5,0.1851,0.0,0.19,0.0,Cyg,F,1.12,1.2,6127.0,1.8207229999999999,-0.06071394910461842,2.95,14.6,971.0,19.9684,46.8993,-31.1,3.4553,1,0,0.991,2.316,-2.22,2.54,-0.75,0.22,0.23,0,0,0,1,Transit
Kepler-1057 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.49,3.36,0.2,0.66,1.49,102.3513,102.3513,102.3513,810.3,810.3,810.3,1.5,-24.87,6.39,14.09,0.1167,0.0,0.12,0.0,Cyg,G,1.07,1.1,5987.0,1.394801,-0.06071394910461842,3.09,15.6,1462.0,19.8301,41.5581,-31.8,5.0232,1,0,0.875,2.051,-2.29,2.67,-0.72,0.22,0.21,0,0,0,1,Transit
Kepler-1058 b,Warm,Neptunian,gas,metals-rich,non-habitable,3.87,2.72,0.19,0.52,1.19,1.2004350000000001,1.2004350000000001,1.2004350000000001,266.7,266.7,266.7,0.7,-19.56,5.17,110.97,0.4068,0.0,0.41,0.0,Cyg,K,0.73,0.69,4644.0,0.198681,-0.06071394910461842,3.39,15.5,525.0,19.6397,45.875,-26.9,0.9039,1,1,0.355,0.87,-0.8,2.45,-0.32,0.28,0.67,0,0,0,1,Transit
Kepler-1059 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.82,1.72,1.13,1.95,1.84,145.6049,145.6049,145.605,885.0,885.0,885.0,6.6,-23.8,3.28,3.76,0.043,0.0,0.04,0.0,Lyr,K,0.75,0.72,4906.0,0.269442,-0.06071394910461842,5.37,15.5,673.0,19.2813,41.7065,-32.2,8.9287,1,0,0.408,0.991,-2.25,-0.15,-0.54,0.3,0.28,0,0,0,1,Transit
Kepler-1060 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,21.25,2.37,1.59,3.77,2.99,15.4492,15.44921,15.44921,505.1,505.1,505.1,33.7,-22.05,4.51,46.88,0.2535,0.0,0.25,0.0,Lyr,G,0.99,0.99,5797.0,0.9930549999999999,-0.06071394910461842,4.27,14.6,861.0,19.0683,39.6309,-29.7,2.0811,1,0,0.747,1.7590000000000001,-1.98,-0.12,0.84,0.32,0.32,0,0,0,1,Transit
Kepler-1061 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.95,1.98,1.28,2.53,2.24,887.4175,887.4176,887.4177,1390.5,1390.5,1390.5,12.7,-26.07,3.77,2.76,0.0396,0.0,0.04,0.0,Cyg,F,1.09,1.07,6067.0,1.391725,-0.06071394910461842,2.14,13.3,585.0,19.7487,50.2752,-34.1,14.4371,1,0,0.87,2.035,-2.43,-0.13,-0.57,0.29,0.26,0,0,0,1,Transit
Kepler-1062 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.25,1.76,1.15,2.02,1.89,31.74608,31.74608,31.746090000000002,604.7,604.7,604.7,7.2,-22.18,3.34,9.3,0.0786,0.0,0.08,0.0,Lyr,K,0.75,0.7,4597.0,0.196329,-0.06071394910461842,2.45,14.8,388.0,18.9266,41.2216,-30.5,4.745,1,0,0.353,0.868,-2.07,-0.14,-0.25,0.32,0.31,0,0,0,1,Transit
Kepler-1063 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.4,1.49,1.03,1.53,1.51,105.6522,105.6522,105.6522,816.8,816.8,816.8,3.5,-23.13,2.83,14.08,0.1174,0.0,0.12,0.0,Lyr,G,1.09,1.14,5945.0,1.456489,-0.06071394910461842,3.39,12.3,365.0,19.3684,38.143,-31.8,5.176,1,0,0.897,2.103,-2.29,-0.15,-0.71,0.29,0.29,0,0,0,1,Transit
Kepler-1064 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.88,1.55,1.05,1.63,1.59,27.26952,27.26952,27.26952,582.2,582.2,582.2,4.1,-21.73,2.94,16.54,0.1203,0.0,0.12,0.0,Lyr,K,0.85,0.79,5153.0,0.394807,-0.06071394910461842,3.89,13.8,374.0,19.4494,37.6889,-30.3,3.4994,1,0,0.488,1.1740000000000002,-2.07,-0.15,-0.46,0.32,0.33,0,0,0,1,Transit
Kepler-1065 b,Hot,Neptunian,gas,metals-rich,non-habitable,10.31,3.73,0.2,0.74,1.66,384.6759,384.6759,384.676,1128.3,1128.3,1128.3,2.0,-26.54,7.09,3.61,0.0451,0.0,0.05,0.0,Cyg,G,0.94,0.93,5635.0,0.782405,-0.06071394910461842,4.47,15.5,1078.0,19.6341,38.7905,-33.2,11.0063,2,0,0.669,1.584,-2.37,2.82,-0.77,0.21,0.19,0,0,0,1,Transit
Kepler-1065 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.42,1.6,1.08,1.72,1.66,673.8878,673.8878,673.8879,1298.1,1298.1,1298.1,4.8,-25.31,3.04,2.37,0.0341,0.0,0.03,0.0,Cyg,G,0.94,0.93,5635.0,0.782405,-0.06071394910461842,4.47,15.5,1078.0,19.6341,38.7905,-33.8,14.5845,2,0,0.669,1.584,-2.39,-0.15,-0.84,0.28,0.28,0,0,0,1,Transit
Kepler-1066 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.8,2.36,1.58,3.72,2.97,1045.3319999999999,1045.3319999999999,1045.3319999999999,1448.6,1448.6,1448.6,32.8,-26.63,4.49,1.93,0.0301,0.0,0.03,0.0,Cyg,G,0.98,0.98,5762.0,0.9498059999999999,-0.06071394910461842,3.8,13.0,399.0,19.9244,46.5022,-34.3,17.3925,1,0,0.732,1.726,-2.41,-0.12,-0.22,0.29,0.24,0,0,0,1,Transit
Kepler-1067 b,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.41,0.8,0.82,0.65,0.72,2946.1259999999997,2946.1259999999997,2946.1259999999997,1877.0,1877.0,1877.0,0.3,-25.39,1.51,0.76,0.016,0.0,0.02,0.0,Lyr,G,0.95,0.93,5592.0,0.758795,-0.06071394910461842,4.79,14.3,689.0,19.0258,45.0491,-35.4,31.2686,1,0,0.6609999999999999,1.565,-2.43,-0.18,-1.41,0.26,0.29,0,0,0,1,Transit
Kepler-1068 b,Hot,Neptunian,gas,metals-rich,non-habitable,9.48,3.63,0.2,0.72,1.62,62.10918,62.10918,62.1092,715.2,715.2,715.2,1.9,-24.49,6.9,16.92,0.1294,0.0,0.13,0.0,Cyg,G,1.01,1.01,5806.0,1.040018,-0.06071394910461842,4.17,15.8,1532.0,19.6432,46.3924,-31.2,4.1604,1,0,0.764,1.7990000000000002,-2.23,2.78,-0.56,0.22,0.21,0,0,0,1,Transit
Kepler-1069 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.42,1.6,1.08,1.72,1.66,35.28448,35.28448,35.284490000000005,620.9,620.9,620.9,4.8,-22.09,3.04,23.9,0.1618,0.0,0.16,0.0,Cyg,G,0.99,0.98,5722.0,0.9237049999999999,-0.06071394910461842,4.37,13.2,435.0,19.3986,47.989,-30.6,3.2283,1,0,0.7240000000000001,1.7080000000000002,-2.14,-0.15,-0.44,0.31,0.31,0,0,0,1,Transit
Kepler-1070 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.82,1.72,1.13,1.95,1.84,482.9093,482.9094,482.9094,1194.3,1194.3,1194.3,6.6,-25.1,3.28,6.22,0.0705,0.0,0.07,0.0,Cyg,F,1.21,1.32,6261.0,2.402218,-0.06071394910461842,2.75,14.0,1040.0,19.5464,49.3165,-33.5,9.9864,1,0,1.13,2.6319999999999997,-2.41,-0.15,-0.7,0.28,0.27,0,0,0,1,Transit
Kepler-1071 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,21.25,2.37,1.59,3.77,2.99,110.8857,110.8858,110.8858,826.7,826.7,826.7,33.7,-24.2,4.51,6.18,0.0627,0.0,0.06,0.0,Cyg,K,0.86,0.81,5215.0,0.435389,-0.06071394910461842,4.27,15.8,964.0,19.5372,45.2488,-31.9,6.8929,1,0,0.511,1.226,-2.26,-0.12,0.28,0.31,0.25,0,0,0,1,Transit
Kepler-1072 b,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,4.2,1.58,1.07,1.68,1.63,2928.617,2928.617,2928.617,1874.2,1874.2,1874.2,4.5,-26.88,3.0,1.57,0.0281,0.0,0.03,0.0,Cyg,F,1.2,1.32,6199.0,2.308471,-0.06071394910461842,2.88,13.9,976.0,19.4696,46.32899999999999,-35.4,25.2595,1,0,1.111,2.593,-2.46,-0.15,-1.0,0.27,0.28,0,0,0,1,Transit
Kepler-1073 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,18.31,2.3,1.51,3.47,2.82,147.8766,147.8766,147.8767,888.4,888.4,888.4,27.7,-24.44,4.36,8.68,0.0826,0.0,0.08,0.0,Cyg,G,1.0,1.0,5792.0,1.009727,-0.06071394910461842,3.72,14.5,837.0,19.6102,38.233000000000004,-32.2,6.4526,2,0,0.753,1.774,-2.31,-0.12,0.1,0.3,0.25,0,0,0,1,Transit
Kepler-1073 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.77,1.64,1.09,1.78,1.71,411.8244,411.8244,411.8244,1147.7,1147.7,1147.7,5.2,-24.81,3.11,4.03,0.0495,0.0,0.05,0.0,Cyg,G,1.0,1.0,5792.0,1.009727,-0.06071394910461842,3.72,14.5,837.0,19.6102,38.233000000000004,-33.3,10.7784,2,0,0.753,1.774,-2.38,-0.15,-0.75,0.29,0.28,0,0,0,1,Transit
Kepler-1074 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.86,1.25,0.94,1.18,1.22,25.48946,25.48946,25.48946,572.4,572.4,572.4,1.8,-21.2,2.38,5.95,0.0542,0.0,0.05,0.0,Lyr,K,0.6,0.57,4002.0,0.07477400000000001,-0.06071394910461842,3.55,15.0,245.0,18.9651,46.2526,-30.3,5.6107,1,0,0.222,0.561,-1.99,-0.16,-0.74,0.32,0.34,0,0,0,1,Transit
Kepler-1075 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.89,1.42,1.0,1.43,1.42,140.9283,140.9283,140.9284,877.8,877.8,877.8,2.9,-23.34,2.7,1.52,0.0214,0.0,0.02,0.0,Lyr,K,0.56,0.54,3959.0,0.064272,-0.06071394910461842,2.95,15.3,265.0,19.1667,47.4693,-32.1,13.5067,1,0,0.20600000000000002,0.522,-2.17,-0.16,-0.8,0.3,0.29,0,0,0,1,Transit
Kepler-1076 b,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.41,0.8,0.82,0.65,0.72,74.88723,74.88724,74.88725,749.5,749.5,749.5,0.3,-21.38,1.51,6.15,0.0607,0.0,0.06,0.0,Cyg,K,0.79,0.74,4868.0,0.275902,-0.06071394910461842,3.72,12.9,199.0,19.1727,51.0606,-31.4,6.5005,1,0,0.414,1.006,-2.19,-0.18,-1.22,0.28,0.31,0,0,0,1,Transit
Kepler-1077 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.08,2.77,0.19,0.53,1.21,24.65544,24.65545,24.65545,567.7,567.7,567.7,0.8,-22.89,5.26,34.35,0.2081,0.0,0.21,0.0,Lyr,G,1.02,1.02,5816.0,1.068041,-0.06071394910461842,4.17,15.0,1098.0,19.4022,42.2679,-30.2,2.6119,1,0,0.774,1.821,-2.08,2.46,-0.74,0.23,0.27,0,0,0,1,Transit
Kepler-1078 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.48,1.9,1.23,2.34,2.11,472.3587,472.3587,472.3588,1187.7,1187.7,1187.7,10.4,-25.3,3.62,3.01,0.0399,0.0,0.04,0.0,Cyg,G,0.94,0.92,5612.0,0.7532449999999999,-0.06071394910461842,4.37,15.6,1215.0,19.5467,43.05,-33.4,12.3012,1,0,0.6579999999999999,1.557,-2.37,-0.14,-0.55,0.29,0.26,0,0,0,1,Transit
Kepler-1079 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.65,1.62,1.09,1.76,1.69,144.4381,144.4382,144.4382,883.2,883.2,883.2,5.1,-23.66,3.09,13.25,0.1124,0.0,0.11,0.0,Cyg,G,1.08,1.36,5758.0,1.824124,-0.06071394910461842,6.61,12.6,481.0,19.97,45.7698,-32.2,6.4527,1,0,1.015,2.392,-2.31,-0.15,-0.63,0.29,0.28,0,0,0,1,Transit
Kepler-1080 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.97,3.28,0.2,0.65,1.46,11.31817,11.31817,11.31817,467.3,467.3,467.3,1.4,-22.41,6.24,77.25,0.3664,0.0,0.37,0.0,Cyg,G,1.1,1.16,5956.0,1.519234,-0.06071394910461842,3.89,13.8,688.0,19.7643,49.1829,-29.4,1.6874,1,0,0.915,2.146,-1.89,2.64,-0.43,0.23,0.3,0,0,0,1,Transit
Kepler-1081 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.89,1.01,0.87,0.88,0.94,242.984,242.984,242.9841,1005.9,1005.9,1005.9,0.8,-23.18,1.92,3.86,0.0461,0.0,0.05,0.0,Lyr,G,0.88,0.84,5345.0,0.5167010000000001,-0.06071394910461842,4.68,13.7,425.0,19.2963,41.3178,-32.7,9.7191,1,0,0.5529999999999999,1.32,-2.32,-0.17,-1.16,0.28,0.3,0,0,0,1,Transit
Kepler-1082 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.27,1.12,0.9,1.01,1.06,2060.901,2060.901,2060.902,1716.6,1716.6,1716.6,1.1,-25.75,2.13,1.54,0.0264,0.0,0.03,0.0,Cyg,G,1.03,1.14,5923.0,1.4350479999999999,-0.06071394910461842,5.75,13.4,628.0,19.2906,50.5985,-35.1,23.1806,1,0,0.8909999999999999,2.092,-2.44,-0.17,-1.23,0.27,0.29,0,0,0,1,Transit
Kepler-1083 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.49,3.36,0.2,0.66,1.49,9.654128,9.654129,9.654131,449.1,449.1,449.1,1.5,-22.29,6.39,33.42,0.1892,0.0,0.19,0.0,Lyr,K,0.81,0.77,5049.0,0.345695,-0.06071394910461842,4.68,15.8,912.0,18.8775,45.1983,-29.2,2.1686,1,0,0.45899999999999996,1.109,-1.83,2.67,-0.37,0.23,0.31,0,0,0,1,Transit
Kepler-1084 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.23,1.11,0.9,1.0,1.05,1904.945,1904.9460000000001,1904.9470000000001,1683.1,1683.1,1683.1,1.1,-25.64,2.11,2.05,0.0328,0.0,0.03,0.0,Cyg,F,1.12,1.28,6113.0,2.052709,-0.06071394910461842,4.07,12.2,427.0,19.3401,48.2511,-35.0,20.8956,1,0,1.054,2.4619999999999997,-2.45,-0.17,-1.23,0.27,0.29,0,0,0,1,Transit
Kepler-1085 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,76.99,7.21,0.21,1.48,3.27,2.783734,2.783735,2.783735,329.1,329.1,329.1,15.8,-22.6,13.74,219.32,0.7368,0.0,0.74,0.0,Lyr,F,1.11,1.14,6000.0,1.51114,-0.06071394910461842,3.39,15.3,1518.0,19.1652,46.1412,-27.8,0.8246,1,0,0.91,2.133,-1.28,4.59,1.75,0.16,0.37,0,0,0,1,Transit
Kepler-1086 b,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,24.12,2.44,1.66,4.05,3.14,9.285204,9.285206,9.285207000000002,444.7,444.7,444.7,40.0,-21.55,4.64,18.78,0.1228,0.0,0.12,0.0,Cyg,K,0.7,0.66,4350.0,0.139938,-0.06071394910461842,2.88,15.6,464.0,19.6834,45.843,-29.2,2.8653,2,1,0.301,0.748,-1.8,-0.11,1.15,0.32,0.36,0,0,0,1,Transit
Kepler-1086 c,Warm,Neptunian,gas,metals-rich,non-habitable,4.92,2.93,0.19,0.57,1.29,0.5271022,0.5271023,0.5271024000000001,217.1,217.1,217.1,1.0,-18.82,5.58,161.52,0.5153,0.0,0.52,0.0,Cyg,K,0.7,0.66,4350.0,0.139938,-0.06071394910461842,2.88,15.6,464.0,19.6834,45.843,-26.0,0.6826,2,1,0.301,0.748,-0.04,2.52,-0.03,0.28,0.59,0,0,0,1,Transit
Kepler-1087 b,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.17,0.6,0.78,0.47,0.53,3380.134,3380.135,3380.135,1942.6,1942.6,1942.6,0.1,-24.94,1.15,0.69,0.0151,0.0,0.02,0.0,Cyg,G,0.96,0.94,5589.0,0.7735390000000001,-0.06071394910461842,3.55,13.0,354.0,19.6653,46.0057,-35.6,33.5932,1,0,0.667,1.581,-2.43,-0.19,-1.5,0.26,0.27,0,0,0,1,Transit
Kepler-1088 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.89,1.42,1.0,1.43,1.42,50.2284,50.2284,50.22841,678.2,678.2,678.2,2.9,-22.22,2.7,23.13,0.163,0.0,0.16,0.0,Lyr,G,1.08,1.08,5975.0,1.333795,-0.06071394910461842,3.02,11.9,300.0,18.7708,42.4505,-31.0,3.5325,1,0,0.856,2.008,-2.2,-0.16,-0.67,0.3,0.31,0,0,0,1,Transit
Kepler-1089 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.21,1.83,1.19,2.16,1.99,19.49865,19.49865,19.49866,535.4,535.4,535.4,8.5,-21.73,3.47,5.13,0.0468,0.0,0.05,0.0,Cyg,M,0.52,0.49,3753.0,0.042736,-0.06071394910461842,3.72,15.5,227.0,19.4062,49.1901,-30.0,5.58,1,0,0.168,0.43200000000000005,-1.92,-0.14,-0.07,0.34,0.33,0,0,0,1,Transit
Kepler-1090 b,Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,16.81,2.25,1.47,3.32,2.73,1.20485,1.20485,1.2048510000000001,266.9,266.9,266.9,24.8,-19.15,4.28,198.68,0.6335,0.0,0.63,0.0,Cyg,G,0.86,0.82,5321.0,0.483605,-0.06071394910461842,4.37,15.0,702.0,19.7109,44.5258,-26.9,0.6898,1,1,0.536,1.28,-0.74,-0.12,1.5,0.37,0.72,0,1,0,1,Transit
Kepler-1091 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,3.14,1.46,1.02,1.48,1.47,1788.764,1788.764,1788.765,1656.8,1656.8,1656.9,3.2,-26.16,2.77,1.43,0.025,0.0,0.02,0.0,Cyg,G,1.01,1.03,5851.0,1.1155389999999998,-0.06071394910461842,3.47,14.7,915.0,19.9857,43.6708,-34.9,22.1172,1,0,0.789,1.8559999999999999,-2.43,-0.16,-1.03,0.27,0.28,0,0,0,1,Transit
Kepler-1092 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.88,2.07,1.34,2.77,2.39,12.23909,12.23909,12.2391,476.5,476.5,476.5,15.9,-21.5,3.94,58.6,0.2942,0.0,0.29,0.0,Cyg,G,0.99,1.0,5862.0,1.059432,-0.06071394910461842,3.8,14.6,914.0,19.8482,47.1127,-29.5,1.8114,1,0,0.769,1.807,-1.91,-0.13,0.39,0.34,0.35,0,0,0,1,Transit
Kepler-1093 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.29,1.95,1.26,2.45,2.18,61.239940000000004,61.23995,61.239959999999996,712.7,712.7,712.7,11.7,-23.12,3.7,25.08,0.1746,0.0,0.17,0.0,Lyr,F,1.13,1.2,6166.0,1.867525,-0.06071394910461842,2.95,13.8,848.0,18.9985,41.4202,-31.2,3.6627,2,0,1.002,2.339,-2.24,-0.14,-0.15,0.31,0.28,0,0,0,1,Transit
Kepler-1093 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.51,1.96,1.26,2.47,2.2,11.194239999999999,11.194239999999999,11.194239999999999,466.0,466.0,466.0,12.0,-21.28,3.73,89.72,0.4084,0.0,0.41,0.0,Lyr,F,1.13,1.2,6166.0,1.867525,-0.06071394910461842,2.95,13.8,848.0,18.9985,41.4202,-29.4,1.5657,2,0,1.002,2.339,-1.89,-0.14,0.24,0.34,0.37,0,0,0,1,Transit
Kepler-1094 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.33,3.18,0.2,0.63,1.41,13.14326,13.14326,13.143270000000001,485.1,485.1,485.1,1.2,-22.51,6.05,78.1,0.3735,0.0,0.37,0.0,Cyg,F,1.14,1.21,6112.0,1.8331330000000001,-0.06071394910461842,3.09,15.0,1371.0,19.4868,38.266999999999996,-29.5,1.7267,1,0,0.996,2.327,-1.93,2.6,-0.49,0.23,0.29,0,0,0,1,Transit
Kepler-1095 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.65,1.21,0.93,1.12,1.17,305.705,305.7051,305.7051,1065.3,1065.3,1065.3,1.5,-23.83,2.3,4.27,0.0505,0.0,0.05,0.0,Cyg,G,0.94,0.92,5658.0,0.778247,-0.06071394910461842,4.47,14.6,758.0,19.5508,41.3651,-33.0,9.7288,1,0,0.667,1.5759999999999998,-2.36,-0.17,-1.04,0.28,0.29,0,0,0,1,Transit
Kepler-1096 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.81,1.24,0.94,1.17,1.21,102.3711,102.3711,102.3711,810.4,810.4,810.4,1.7,-22.7,2.36,2.89,0.0346,0.0,0.03,0.0,Cyg,K,0.66,0.63,4306.0,0.122424,-0.06071394910461842,3.8,15.1,344.0,19.6473,45.9695,-31.8,9.7202,1,0,0.282,0.7020000000000001,-2.17,-0.16,-0.91,0.3,0.3,0,0,0,1,Transit
