,principal component 1,principal component 2,principal component 3,principal component 4,P. Habitable Class,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,principal component 11,principal component 12,principal component 13,principal component 14,principal component 15,principal component 16,principal component 17,principal component 18,principal component 19,principal component 20,principal component 21,principal component 22
570,5.840948125,0.692706962,-1.160368304,-0.942723474,0,0.631162802,1.131645376,1.073278331,-0.189455632,1.616102949,0.481408117,-1.209958884,0.403096019,1.244538154,-0.18399972,-1.176700027,0.207483989,1.096929468,-0.178397992,0.932585693,-0.826246936,-0.94708901,-0.210985835
571,6.811689071,-0.215073746,0.738842363,0.83751847,0,0.007295782,1.788448966,-0.007817382,-0.248263278,1.156052285,0.85085828,-0.32802595,0.432328752,1.023095888,-1.767084762,-1.657689472,-0.698410628,-0.846509298,0.097031137,-0.357329076,-1.317910979,-0.962031013,-0.697997531
572,5.525071227,1.614868472,-3.91587653,1.21666831,0,1.448660147,-0.11351831,0.849372959,0.113233591,1.258540721,-0.342435061,-0.878964043,-0.217439418,0.618307011,0.564652495,-0.400914211,1.136546146,-0.324902861,-0.479726986,0.909840209,-1.722360703,-1.650075683,-0.779990008
573,2.514894052,1.567651917,-0.041049036,-2.820868312,0,-1.086241917,-0.054102192,0.998708697,0.111448947,0.785497447,-1.178628258,1.389038054,-0.84022783,2.032318704,0.635709143,-1.347708792,-0.006888419,0.219969971,0.418946859,-0.528741536,0.325905487,-1.335858648,0.230922847
574,3.391188063,-2.956605405,-0.960032571,-2.828042579,0,2.186244774,0.828560828,1.08565345,-0.003214231,-1.597594624,0.211103114,0.408695907,-0.157032545,0.540639247,1.279917046,0.758096797,-0.989103631,-0.718100319,0.245688205,-0.421537147,0.476032157,-0.253697151,-0.157309455
575,4.270063524,-2.891776586,-1.063756865,-3.148777239,0,2.373545976,1.092814719,1.44268272,0.002998624,-1.260880667,0.464533011,0.180505885,-0.068979756,0.489295933,1.12944328,0.255342732,-0.805042106,0.454498504,0.157779136,-0.065696927,0.817668638,0.151912482,0.130376862
576,2.190400801,-2.167061477,-1.396432249,-2.242156439,0,1.991412228,0.874094756,1.855994025,-0.03202428,0.087344302,-0.184730624,0.247656818,-0.164106073,0.684058886,1.154483248,-0.691679395,0.062465575,0.106816138,0.237960638,1.046759296,-0.807246541,-2.606661081,-0.028917034
577,7.067395781,4.678137248,-6.336067184,6.003001546,0,2.025670563,-1.204767831,0.041430749,1.029225184,-0.582898754,-2.633143542,0.521275109,-0.533652692,-1.16120434,-0.00227679,-0.41275223,-0.397268087,-1.528210554,0.055208035,-1.096804355,0.222463053,0.059196927,0.343307723
578,4.557828395,-1.856815166,-0.815925689,-2.111600288,0,0.907890689,0.535224345,0.030987785,-0.161039745,0.651726604,-0.214369091,-1.859320359,0.015460579,0.307563753,0.617725064,0.51673492,-0.165930812,0.083441523,-0.093911871,0.000101512,0.304764274,1.215975695,0.071353928
579,3.77616137,-0.421959052,-1.107854592,-1.222574476,0,0.643940037,0.327051458,0.192389456,-0.48712617,1.345612326,1.166530397,-0.781447342,-0.071548409,1.557804777,0.211562923,-0.557635714,1.196892065,0.241933098,-0.175650515,1.33501567,-1.135642817,-0.210122403,0.322319257
580,5.255196773,-1.481076775,-1.120452391,-1.649229395,0,1.493616969,0.976404934,0.414668632,-0.331894334,0.951549146,1.432636268,-1.92852155,0.103956172,1.829056036,0.103484472,0.572680343,0.264849304,2.039620676,0.230629996,1.13110266,0.537423709,2.2991075,0.577667911
581,4.616787027,-1.8250841,-0.563811221,-2.377349269,0,0.880634735,0.142217415,0.187535912,-0.218210989,0.214738015,0.016742037,-0.493640982,-0.479908701,1.939453545,1.173451996,-1.011006305,0.164288441,0.012997183,-0.351729574,0.382398076,-0.572879999,-2.311008327,0.204816941
582,2.113960516,2.24133771,-0.32144259,-1.471353982,0,-0.863490932,0.470159758,0.614857738,-0.005749114,0.800655876,-0.12934235,-0.931168038,0.143765274,-0.8213693,-0.089333598,0.687645651,0.345746737,-1.39389371,-0.1963772,0.205719888,-0.851034607,1.035923696,-0.142696214
583,1.227390587,-0.093649866,-1.314827541,-2.066370867,0,1.270883808,1.309360463,2.822979122,0.253950576,0.929341612,-0.607001069,0.306720789,0.200033656,-1.306933317,0.240351522,-0.560816658,0.058622658,0.495866379,0.623499375,1.640184595,-0.34438431,-1.836714147,0.083200414
584,1.70606297,-1.078211755,-1.396966839,-2.128142912,0,1.332396299,1.074566022,1.979828664,-0.055762475,1.207170474,-0.634871794,0.761680501,0.116045896,-1.303417371,0.325926675,-0.40759542,-0.204009109,0.075556516,0.087038477,0.84112707,-0.400622391,-0.864614438,-0.116495677
585,2.472711915,-3.03666513,-1.453627869,-2.440879215,0,2.757765489,1.220123181,1.87174811,0.059091332,-1.16896113,0.450964014,0.436597353,0.182518427,-1.14485608,0.909613906,0.429030907,-0.276334486,-0.91248187,-0.239740014,0.492420995,-0.685179684,-0.999534485,-0.243971036
586,4.455555098,-2.136343821,-0.623222458,-2.394647658,0,0.807299482,0.041856961,0.079691499,-0.072365973,0.50381,-0.385640851,-1.037599066,-0.117211087,1.008580507,1.086825391,-0.777027432,0.415057613,-0.322522201,-0.539887403,0.128795321,-0.471066675,-1.392325722,0.219242736
587,4.628866557,-1.947193483,-0.815573305,-1.995015689,0,0.936984208,0.353262736,0.013916036,0.011648739,0.637042731,-0.638208479,-1.643899142,0.349105181,-0.201834774,0.783905681,0.224471731,0.235581478,-0.393664268,-0.617112098,0.391679548,-0.537441037,-0.498611579,0.47995942
588,4.496966491,0.472125794,-0.726933425,-2.310991226,0,0.117926994,1.439517816,1.128109631,0.074210108,1.350507649,-1.400656692,-2.307303452,0.234367938,-0.698079283,0.169026045,0.69927257,-0.003816787,1.105053657,-0.232207647,1.037242305,-0.410168555,-0.394934721,0.372139341
589,2.859931182,2.648195201,-0.122812863,-2.351874847,0,-0.675452233,0.440256279,1.701623013,0.279829117,0.376832155,0.044466913,-0.130165606,-0.520867812,2.111090024,0.539834705,-0.844802284,0.799252179,0.805066454,-0.15024377,0.960502108,-0.761907419,-2.038729326,0.431719369
590,4.433046747,-2.11063695,-0.646101144,-2.423812026,0,0.818206008,0.598212103,0.229544296,0.067990272,0.354351494,-1.334875597,-1.569878102,0.165552384,-0.38654782,0.770941617,0.293138105,-0.108563754,-0.29731773,-0.395557559,-0.063804706,-0.148225818,-0.447853512,0.142628893
591,3.680653379,-0.590127558,-0.994173517,-2.031728989,0,0.500647207,0.676107431,0.701329178,-0.128081809,1.084017318,-0.796451483,-1.138523927,-0.132914055,0.005456903,0.518723336,-0.616118892,0.045988173,0.297677687,0.099787294,-0.01181549,-0.035818694,-0.058552113,-0.096351075
592,3.777774086,-1.135306777,-1.171381469,-2.048865417,0,0.900278693,0.77146726,0.80635199,-0.133611929,1.068053512,-0.782948954,-1.270597571,-0.121089978,0.169455746,0.638472691,-0.399796096,0.162755792,0.479766529,0.047458546,0.36593187,-0.289085048,-0.569795257,-0.05785381
593,3.56389954,-2.252127327,-1.375431547,-1.468688038,0,1.787120615,0.172610108,0.201432212,-0.14714861,-1.560220923,1.216478892,0.889898179,-0.328273011,0.27752525,0.773722747,1.017137362,-0.036346311,-1.750638149,-0.096041557,-0.228437364,-0.658676682,0.286602202,-0.704797521
594,3.734464799,1.004767502,-1.193382401,-1.92651332,0,0.359699136,0.937392291,1.189857298,-0.146724916,1.459838788,0.155032571,-1.69873029,0.105022661,0.702315215,0.241141872,-0.062310765,0.117010845,1.688950485,0.383621488,0.480434298,0.757677987,1.921756771,0.162884785
595,5.574837088,-1.68797615,-0.553849468,-1.413324221,0,1.054384059,0.869620374,0.202103405,-0.12705798,0.742455356,0.585420058,-1.425188231,0.234898889,0.729961921,-0.14632552,-0.13229354,0.249103589,0.671875329,-0.344691987,0.69140964,-0.402014892,0.315599965,0.272088757
596,2.307927837,3.445128058,-0.302483766,-2.450400274,0,-0.854092815,0.316935644,1.644904917,0.096710971,1.008575333,-0.775266381,0.522150175,-0.391955141,0.065382926,0.71339751,-0.546866572,-0.788140599,-0.394055593,-0.089513151,-0.171881005,0.175984278,-1.374537043,-0.146476359
597,2.881835195,-0.136629354,-1.498062779,-0.558238807,0,0.330927411,-0.075669322,0.044276049,-0.267088727,0.927333367,0.209161634,-0.294446121,-0.284052049,0.378864971,0.171646574,-0.624156085,0.543360666,-1.122192819,0.243713453,-0.626901021,-0.519682424,1.042523254,-0.986264278
598,4.966704322,-1.484277132,-0.912697507,-0.619766652,0,0.727078699,0.121699202,-0.366131369,-0.013246472,0.462992701,0.527682047,-0.802264808,-0.091959992,0.373868718,-0.215074903,-0.246443596,0.100408187,-0.501770537,0.056706612,-0.859296454,-0.030894071,2.03356075,-0.660372624
599,3.484833546,-0.650391838,-1.165125639,-1.253410577,0,0.588294214,0.307647616,0.015158279,-0.417993279,1.155402445,0.43456375,-1.110903228,-0.038726188,0.902734451,0.440303181,0.270701194,0.946433678,-0.492287568,-0.262953887,1.029323066,-1.303953711,-0.640326773,0.03430427
600,2.092939395,3.109352552,-0.103390394,-2.418650007,0,-1.109663512,0.09508111,1.307946716,0.127145339,0.689108115,-1.082115313,0.915695245,-0.508117555,0.283152186,0.67542667,-0.828205068,-1.111671883,-0.573726289,0.313158164,-1.026168203,0.805781863,-0.659147303,-0.299082516
601,6.115303904,1.890357949,-3.013707154,-0.773764851,0,1.27608053,1.268904299,1.905775529,0.529406627,0.909079639,-2.223774781,-2.539499281,0.031276947,0.0022122,0.696500463,0.73245102,-0.879364449,3.198626792,0.566824448,0.435872705,1.422237608,0.912681442,-0.115545119
602,9.558545202,-2.869989263,4.576934471,1.478440261,0,0.190457039,6.311153877,0.398081424,0.187962674,-1.402803301,0.859036744,-0.255968594,0.941211846,0.438225504,-3.997048452,2.280842403,-2.049580061,1.148249258,1.39608376,0.288288201,-0.088158938,1.292782082,0.754154228
603,1.549059604,1.286985005,-0.102137036,-1.767151643,0,-0.722429747,0.047374955,0.685953383,0.092359528,0.37373728,-0.580389704,-0.064707204,-0.514363355,0.596516148,0.47062249,-0.775815928,-0.046743699,-1.203021285,0.250130626,-0.837014681,-0.098045029,-0.313278506,-0.24094461
604,4.152620429,-1.96576812,-1.084417295,-2.047529662,0,1.210564962,0.469516766,0.139325739,-0.201918217,0.699039255,0.389905656,-1.869038487,-0.022940363,1.56537202,0.680471707,0.739489102,0.49605466,1.172547676,0.069017645,0.594961454,0.502531892,1.471985862,0.575239415
605,4.078723721,0.320869625,-0.940441007,-2.205607963,0,0.549208088,1.899027164,1.323785851,0.088105111,1.66546201,-0.961981098,-3.530527884,0.348415989,-0.456893756,-0.162204575,2.166723917,0.107822427,2.67366095,0.256537555,1.518497402,0.727377171,2.580999029,0.771075747
606,4.878728085,-1.950345989,-0.068396518,-1.71463679,0,0.63544544,0.793166384,-0.22186414,-0.088320417,0.471816352,0.061465814,-1.62661813,0.41166344,0.826165324,-0.257986579,0.628412465,-0.089391307,0.23180759,-0.040399151,-0.271288124,0.516226571,1.870640424,0.354998371
607,4.715435064,4.563082773,-4.691655855,3.690872708,0,0.846910385,-1.11783709,0.072582286,0.093348074,0.211748175,0.383505625,0.391437319,-0.162571291,0.078831712,0.334967722,-0.072849612,0.231689103,-1.753898806,0.014254922,-0.45468269,-0.737739518,0.669728749,-1.529560056
608,3.904144082,0.058488221,-2.569135242,-0.472321066,0,1.116000332,0.440123127,0.553247022,0.055860183,1.11045088,-1.183753409,-1.719915886,0.455596131,-0.364399038,0.652955893,0.992231458,0.953631465,0.390922756,-0.268647608,1.289093637,-0.983802959,-0.458715057,0.216184562
609,5.877052479,-2.408402175,0.470408504,-1.360158181,0,1.629939517,1.811061754,0.774926999,-0.103336481,-1.224134271,2.046263345,0.874263003,-0.030481486,0.093541338,-1.181763698,-0.233840382,-0.641634129,-0.427168884,-0.221675942,-0.161554159,-0.409399418,0.201477399,-0.194301872
610,5.6272924,-1.29262417,0.267928595,-1.181977719,0,0.92339292,1.989483645,1.076983286,-0.10908097,0.42966774,1.256429837,-0.009825524,0.02003409,0.243014321,-1.550761951,-0.782065589,-0.222412036,0.823725427,0.277690343,0.110042709,-0.094186102,0.889408927,-0.069937528
611,2.236961137,-2.583289117,-1.031665978,-1.509458418,0,1.838633169,0.169127664,0.657929012,-0.321957291,-0.537390585,1.605029159,1.127554215,-0.349324878,0.109231844,0.555960419,-1.134364609,0.001236411,-1.561188186,0.070931692,-0.584490845,-0.228129718,0.101722444,-0.585300261
612,2.139958934,2.71759423,-0.076784536,-2.469146189,0,-1.123587366,0.072665803,1.204630048,0.121844278,0.770330679,-0.815536146,0.999492525,-0.680018773,0.903610998,0.505994032,-0.715661802,-0.194815047,-0.11351939,0.086705652,-0.345397959,0.2434819,-1.192316847,0.141435978
613,2.27155322,-3.06025789,-1.199169094,-2.052743539,0,1.948735543,0.918394475,1.316614798,0.23110574,0.269967533,-1.333735377,-2.271767529,0.263904291,-0.227627157,1.00069415,-0.144410897,-0.330025604,0.629653642,0.808174668,0.214233129,0.873767255,-0.604568313,0.07419502
614,3.116112208,-3.02780384,-0.94828042,-2.295247975,0,1.347977979,0.165880287,0.535090617,0.219723201,0.473713156,-1.491912867,-1.341434854,0.228606294,-0.595414903,1.382267765,-0.874327141,0.578678078,-0.266128454,-0.64304356,0.435174575,-0.772164685,-2.417776464,0.32659731
615,-1.365155348,-3.486598848,-0.998233321,-0.180648641,0,2.056349022,0.88661281,1.785409216,0.25300834,1.001041835,-1.700709441,-0.951923803,-0.133256574,1.505196169,0.664700325,0.102624848,-1.697874158,-0.198219865,0.665127943,-0.161212205,0.013515669,-1.819506029,-0.588898634
616,2.678558937,3.878648331,-0.307220764,-2.376724784,0,-0.7765054,0.745444664,1.965624827,0.358538162,0.364625591,-0.489335039,-0.925311758,-0.000953089,-0.393891753,0.586202393,0.316531813,0.322780616,0.260360589,-0.57538804,1.169432566,-0.879507197,-1.703546316,0.197334269
617,4.184669458,-1.980527022,-0.877827898,-2.349037295,0,1.181285512,0.656154246,0.229966839,-0.202041361,0.528502079,-0.109568951,-1.927120859,0.143908341,1.033342454,0.808334212,0.563675055,-0.737797006,0.975832043,0.451895542,-0.779014447,1.716270304,2.323095271,0.108827262
618,6.215606686,-1.940861,-1.235768999,-2.154130442,0,2.469921458,1.612048088,1.148818022,-0.244871629,-0.906833909,1.977584898,-0.816662334,-0.048150484,1.538332232,0.406203598,1.622930374,-0.807411176,1.92742613,0.172250317,0.942321063,0.762269939,0.918317349,0.049169856
619,5.442279729,1.096085635,-3.417892058,1.235997819,0,1.238710117,-0.240879922,0.073935659,-0.063182663,0.747509184,-0.367268062,-0.682027788,-0.314718691,0.679568015,0.587451294,-0.156701947,0.346399083,0.051697621,0.022547483,0.171724106,-0.682996382,-0.649773352,-0.933243249
620,4.055553242,1.581698777,0.777696534,-0.799637217,0,-0.639020504,1.231241591,0.488461271,0.063040252,-0.564398779,0.850661592,1.044877859,0.264252719,-0.653988624,-1.384327215,-0.641681307,-0.251692598,-0.683886012,0.032905646,-0.057537114,-0.971835552,0.481430415,-0.204112291
621,12.19537973,-3.186407584,7.972664259,5.584991416,0,-0.792235441,9.955661033,-0.541759501,-0.501251175,-1.344940466,2.034379101,0.785135289,0.974830724,-0.654393648,-5.278602543,1.378888152,-3.370761409,0.354212725,2.73774349,0.224324782,-0.795074089,0.274639924,0.070775778
622,2.20107194,4.189646069,-0.909033044,-2.278367605,0,-0.744005694,0.878375513,2.29943636,0.425405913,0.960775243,-1.503992905,-0.649415642,0.067083212,-1.855488785,0.551856087,1.336787864,-0.09543355,0.269781172,-0.669559054,1.515920372,-0.838552035,-1.747631754,-0.02389836
623,3.724841233,-1.91935,-0.596701963,-1.761660681,0,0.632589504,0.106036243,-0.478419154,-0.203780693,0.48278334,-0.257576868,-1.354587547,0.448444459,-0.516746238,0.603944665,0.290648899,-0.147483214,-1.360863964,-0.37523324,-0.868564511,0.166896148,1.035788796,-0.113363556
624,1.561466296,1.618663612,-1.197705516,-1.467765343,0,0.07750874,0.654046444,1.479004307,-0.028999064,1.497144508,-0.551212088,-1.223717468,-0.201041024,0.193330071,0.48842085,0.539162385,0.184160814,1.131653209,0.726201071,1.80922597,0.017484621,-1.204804653,0.106747423
625,5.390516012,0.499344589,-0.888714034,-0.826181227,0,0.516881088,1.303858151,0.593014355,-0.322400732,1.723096255,1.209683249,-1.945292179,0.308347413,1.280080227,-0.842304323,0.064156598,0.362268576,2.00782869,0.203997755,0.704139833,0.369849776,2.178509579,0.169049341
626,3.828253355,1.091613162,-1.33821155,-0.987395133,0,0.259023931,0.30653372,0.584115379,-0.373241757,1.511314239,1.187222464,-0.642497681,0.117644156,0.989950253,0.136416681,-0.767645262,1.650197709,0.223694177,-0.693898674,1.535834101,-1.702082305,-1.425550407,0.152077952
627,0.978375465,-0.299096221,-1.100179453,-1.051835774,0,0.679148296,0.43715724,1.100963323,-0.04410125,1.419779245,-1.000267461,-0.851727934,0.058626186,0.868338176,0.570632689,-0.30533177,-0.857695808,0.412093308,1.308427976,-0.048976365,1.23066975,-0.406291837,-0.14180783
628,7.924663037,-2.708685219,2.008254641,-0.258006606,0,1.256002587,3.715176003,0.770958917,0.026442884,-1.165138052,1.696215329,0.021151729,0.234834733,0.26049526,-2.439151676,0.999304391,-0.976904148,0.711743598,-0.012748646,0.781287691,-0.918692048,-0.750443057,0.138020706
629,2.931304054,-1.502488422,-1.391696058,-2.090520823,0,1.48718089,0.780400033,1.326419279,-0.209926324,0.321387138,0.72735644,0.154109344,-0.224679603,0.363315761,0.575874153,-0.098017844,1.13932003,0.185596887,-0.253246169,1.307696181,-1.258014333,-1.813925581,-0.037167258
630,2.322702717,-1.892932598,-1.148160225,-2.108422612,0,1.080115992,0.690647595,0.939777673,0.061113293,0.803842505,-1.521119561,-1.417281833,-0.125762382,0.45391188,0.968940536,0.287698984,0.495872527,0.27358146,-0.0003987,0.490900761,-0.590547886,-1.968423332,0.109703459
631,-0.495199896,0.065880757,-0.574490608,-0.306858485,0,0.57133531,0.470303961,1.486436664,-0.023621877,1.41220185,-0.441329205,-0.116254499,-0.232735553,0.826318791,0.594850429,-1.143564916,-1.882679632,-0.032821319,-0.095736199,-0.793780853,0.611198593,-0.121018548,-0.60547816
632,0.509948564,-0.667257455,-0.896731206,-0.87587955,0,0.705750572,0.282926092,0.88062768,-0.284348369,1.50386373,-0.324740132,-0.40566276,-0.062041518,0.540761375,0.436032134,-1.102940312,-1.149682312,-0.199940724,1.393572848,-0.632480144,1.356153363,0.001090185,-0.633314881
633,5.73752696,-1.861717664,-0.135691554,-0.885185516,0,0.704220569,-1.209561372,-1.120989502,-0.926714156,0.366663323,1.647752119,-0.52861143,-0.074757061,2.231233803,1.019016919,-2.155363126,-0.80531083,-0.851161543,-0.412467185,-1.323426242,1.211995936,0.237373992,-0.328237188
634,4.003864875,0.415259193,-2.46092374,-0.260055246,0,0.854571334,-0.059763898,0.295755899,-0.276513902,1.028757335,0.29850622,-0.841346513,-0.20829155,1.50281985,0.76788419,-0.041596619,1.064487046,0.572001962,-0.052840918,0.844643839,-0.93776241,-0.955612352,-0.692954958
635,6.119452036,4.16144196,-5.603378002,5.497016953,0,1.480642231,-1.29470037,-0.665041205,0.741852594,-0.613739882,-1.813533934,0.464041561,-0.518605799,-0.79147374,-0.226185889,0.283833629,0.49612171,-0.933377202,0.01389917,-0.420373539,-0.108415245,0.745114439,0.443798995
636,4.537958288,-3.465377789,0.771873676,-1.965193064,0,0.130109394,-0.411488439,-1.06372732,0.337944126,0.206736584,-1.502917002,-1.611837226,0.146605199,-1.952646176,0.251527237,-0.245164578,-0.188805342,-2.33123731,-1.17009473,-1.256248301,-0.023636495,0.044825008,-0.269426947
637,3.231687206,0.443841912,-2.071822753,-0.54668258,0,0.551488031,0.289086006,0.2901611,0.066482943,0.803999091,-1.703466317,-1.457992409,0.398928003,-1.421227132,0.647400429,0.620249226,-0.181314705,-0.562069935,0.019270925,-0.471939196,0.097698492,0.52492044,-0.391040002
638,9.125873863,7.454724112,-11.04047717,11.69590995,0,4.233133217,-2.808873088,-0.750561213,1.767208352,-2.12518927,-3.711282654,1.31698566,-1.461508406,-0.760221019,0.216407138,0.345477267,0.338509156,0.501991081,0.270082108,0.107484384,1.607287003,0.486624128,3.101482391
639,4.267708054,-1.775260806,-1.940153132,-2.5145482,0,2.618326077,1.378864051,1.51636062,-0.22834118,-0.936597423,1.381563458,-0.957276117,-0.2052785,0.881686439,1.130043783,2.100736936,-0.649377568,1.906306009,0.329824615,0.903351734,1.067358544,1.091643467,-0.093451869
640,-0.705996977,0.515221825,-0.419598643,-0.309231162,0,0.454280102,0.488348249,1.694124814,0.117220128,1.261325454,-0.468159318,-0.002813829,-0.195469972,0.720448135,0.500995101,-1.124467713,-1.734299794,-0.157742145,-0.217655094,-0.763396312,0.502118158,-0.338762152,-0.444502492
641,0.686016553,-1.328312837,-1.050550358,-0.91653423,0,1.07150921,0.43938342,0.889703429,-0.281583734,1.615037171,-0.380292746,-0.752461964,0.015610338,0.637309125,0.370826238,-0.803029613,-1.124089061,0.16445421,1.457115327,-0.655131084,1.641519274,0.513564875,-0.442850695
642,-1.03324951,-0.662330991,-0.506129537,0.067518795,0,0.466736453,0.566097516,1.349279375,0.180220046,1.474555311,-0.735072523,-0.513202725,-0.062079603,1.353957124,0.390365055,-0.125807823,-1.148779526,-0.069154216,-1.425757721,-0.374463552,-0.77349626,-0.022807958,-0.127528628
643,3.720248212,0.382921933,-1.739094197,-0.415772631,0,0.313119388,-0.14730064,-0.081553314,-0.156323739,0.66638456,-0.402588413,-0.519240508,-0.214198079,0.683882339,0.495994863,-0.382660538,0.118405696,-0.393570597,0.247289536,-0.923813439,0.153336727,0.415923664,-0.805570783
644,5.559556642,-2.093046758,0.060947665,-2.040271545,0,0.649015716,0.778877254,-0.231597871,0.055704755,0.636204678,-0.114253809,-2.201608079,0.334118888,0.809255252,-0.04543227,0.353325742,-0.917947137,1.357476529,0.335088392,-1.271497435,2.076925694,3.064963696,0.370107676
645,2.815190444,-2.959958616,-1.469220837,-2.575619945,0,2.327593857,1.297611048,1.119390902,0.033220524,-1.347149416,-0.728100338,-0.765278698,0.198865121,-2.882919172,1.167112249,2.571105868,-0.629111356,-1.47008541,-0.647592714,0.504547858,-0.814699247,-1.306032625,-0.40003073
646,0.656606054,-0.593269147,-0.902425608,-1.181559719,0,0.353402543,0.354721993,1.01267702,0.018815056,1.373925647,-0.892632558,-0.584653809,-0.372150722,0.889300129,0.27838119,-0.070380957,0.459680698,0.210057297,0.826325343,0.720964148,-0.121090705,-1.690705226,-0.092471437
647,4.313147555,0.294598586,-2.86098201,0.051152602,0,1.20420803,0.135561999,0.290674501,-0.340331597,1.248484784,0.811388683,-1.411949857,-0.116533271,1.71558601,0.532256395,0.806552903,1.441381376,1.321573981,0.01486584,1.456443112,-0.913864022,0.05044463,-0.603298194
648,4.603553867,3.302119328,-3.829047349,1.914153156,0,0.63805668,-0.548660246,0.193109246,-0.339078273,0.881399032,1.001858432,-0.434059277,-0.297142664,0.33008932,0.543321449,0.089876313,0.344884873,-0.692968456,-0.079313973,-0.003103972,-0.920002348,0.079880078,-2.190850529
649,3.69948428,-2.444087542,-1.106195854,-2.442570552,0,2.14942979,0.813450309,0.816074808,-0.190183397,-1.464740063,1.48832717,0.290343024,-0.376461176,1.404282007,0.84474817,1.38747351,0.015522763,0.501298954,0.070759882,0.347733542,0.415681979,0.184641856,0.232570013
650,2.209833943,-1.244560217,-0.917633516,-2.089868018,0,0.627955233,0.470934792,0.845951959,0.042443489,0.774936355,-1.450754878,-1.092407044,-0.247755908,0.528755794,0.988126897,-0.356891665,0.189594648,0.16796312,0.069958376,-0.190686514,-0.126384605,-1.905443094,-0.093316266
651,1.95847934,0.359954811,-1.145181539,-1.988469977,0,0.325428129,0.567480851,1.199659156,-0.199900457,1.703165755,-1.30068268,-0.545679384,-0.285650052,-0.011085499,1.026339763,-0.118702858,-0.694622957,0.553847101,0.009191362,0.329737232,0.085897029,-2.262789692,-0.391023357
652,1.785106194,1.412940686,-0.605104073,-1.984430406,0,-0.376157689,0.337232538,1.182071913,-0.025297467,1.340335611,-0.436466693,0.278792753,-0.216431301,1.355496878,0.474264427,0.053398483,0.8844259,0.919710727,-0.264395938,1.329165036,-0.789272452,-2.315753549,0.421548186
653,5.117438387,3.69662281,-3.200039292,2.488685495,0,0.385089754,-0.384103578,0.025660353,0.047923973,0.213453113,0.329795073,0.204307785,-0.423262608,-0.307827272,-0.284305782,-0.544162234,0.365679621,-0.365899724,-0.162998992,0.027323754,-0.850853253,0.055535384,-1.041486888
654,5.88388277,2.553056701,-4.415151408,1.618422914,0,1.643844491,0.243811922,0.740023655,-0.0216397,1.03522403,0.05264435,-1.642659848,-0.254457156,0.273396516,0.369094589,0.587006195,0.429970421,2.629175961,0.286854737,1.1595531,0.419863804,1.518828912,-0.560279875
655,5.230002263,0.84983875,-2.204661607,0.740453751,0,0.536314606,-0.057897927,-0.287471371,-0.38170344,0.907109704,1.036395366,-0.591664176,-0.428257653,1.69620533,-0.057006359,-0.167495914,0.660036224,0.295737446,0.098214241,0.072884205,-0.756535683,0.076670324,-1.385849923
656,0.95478964,-1.892337715,-1.384731418,-1.383966039,0,1.426399993,0.923329011,1.248816378,-0.134961426,1.690817475,-1.718056246,-1.769600424,0.462433632,-0.798760392,0.805233677,0.363385694,-1.589712557,-0.219808222,1.11796472,-0.57397938,1.217974855,-0.711762685,-0.87116851
657,1.59297237,5.318911254,-0.885230106,0.083533647,0,-1.219963637,-0.278435153,1.277164382,0.291230494,0.082815928,0.810060339,1.114483046,-0.423490967,0.865399535,-0.19543099,0.570247101,0.035255652,-0.386573303,-0.051335724,0.164260157,-0.227839577,0.536124982,-0.834827922
658,0.361918334,-1.38331721,-0.648542512,-1.264970708,0,0.318385919,0.29081879,0.370429316,-0.173923347,1.159230473,-1.850623979,-0.616020733,-0.150501836,-1.287949467,0.585408856,-0.108252416,-1.223209046,-1.693937452,0.940124742,-1.063491729,0.595403881,-1.183553455,-0.893129292
659,1.941272434,1.007815618,-0.381975885,-2.056110176,0,-0.451765226,0.405907089,1.010729504,0.229798275,0.527438184,-0.811358328,-0.637944651,-0.061890311,0.790425607,0.427467548,0.034668515,1.071229899,0.484987528,-0.157375957,0.552473626,-0.542332377,-1.273486979,0.478294315
660,1.948966643,2.949046783,-0.777764828,-1.601173223,0,-0.167921427,0.26647188,1.481043244,-0.239885802,1.387383349,0.736719861,0.23716461,-0.395184822,1.83008864,0.737462082,-0.232821001,-0.023264325,1.177792493,-0.090477552,1.246807319,-0.121857163,-1.991575082,0.032183715
661,1.139366269,-1.417527956,-0.51431703,-1.316532012,0,0.272955786,-0.028134322,0.084865178,-0.093452104,0.50545129,-0.754383738,-0.355332738,-0.151798436,0.73510694,0.554179565,-0.456482275,0.182875321,-1.323807158,0.303143996,-1.159730412,-0.106325527,-0.587072219,-0.511228712
662,5.765455954,3.119392753,-3.374248886,3.090349751,0,0.666169999,-0.254466265,-0.225677086,0.128222191,0.549536346,0.398029062,-0.251306496,0.191840546,0.595761287,-0.73834729,0.362343445,1.275874854,-0.208478222,-0.398496569,0.693430888,-1.333751732,-0.03969659,-0.27128254
663,8.800393488,-2.379344744,3.033538312,0.931773668,0,-0.071304948,3.940600086,-0.293096109,0.094521925,0.624564868,0.133250845,-2.026700875,0.869877648,0.374132259,-2.910359481,0.860448661,-0.882514448,1.213066179,0.006812969,0.649448984,-0.660421634,-0.647630755,0.597745514
