,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10
0,7.539049444636578,-4.033939186134748,3.1030673963051405,-0.7020853667171647,-1.0497355595409652,-3.2462867040554206,-1.1485687070620902,-0.7218152762082141,-1.1218061635842451,-0.36149370374498874
1,6.133999887689035,-2.6233894101293926,2.6977772612902435,0.045366668051727295,-1.0137918936171681,0.4031170378200552,-1.7535679662316996,0.3109102851265354,-0.603626028756011,0.21668945252322658
2,6.575255017309504,-4.983496817398301,3.280990186490589,-0.6676392096508974,-0.4226154337797951,-1.7064606936738165,-0.9114471390408957,1.0943119398606846,-0.8089840110458627,-1.681861386344227
3,7.224399324107037,-4.898131050270885,3.982012233491747,0.09261261035502596,-0.6961568491116623,-0.8693025685003045,-1.2006816863371075,1.2389141595658675,-0.767366127250028,-1.358847454726945
4,7.523354682157409,-5.61841961702661,3.731225349651377,-1.180956931319592,-0.6680794039053547,-2.753940080225958,-0.5575361932211196,1.7014367384351239,-0.936572694507053,-3.028167799106648
5,5.533136127118287,-5.893724805534384,3.3960130315506767,-0.5016662447260558,-0.2712804119150242,-2.9190511114408935,-1.578426824764889,2.3553355459859557,-0.7386631858213752,-1.5005728706160242
6,9.13308444442777,-5.437210838048309,4.290262464877478,0.40400490371837877,-0.36733831723979915,1.7021630872080808,-0.337792840534557,2.131295256025866,-0.24601811779569946,-2.5931690296403738
7,4.7888739163185,-6.354680567487464,3.9305813493868875,-0.6231639181845148,-0.6097919526468341,-4.2436451926251095,-1.9043789310121069,2.9839213301936214,-1.135004736819003,-1.751173531786863
8,2.312795297547458,-1.7553377589055432,0.13349338512822087,-0.9088869295294567,-0.2589774437325836,-0.6865076610209894,-1.8483460291453349,-0.10784622190490026,-1.0194415671282524,-0.08463066337865376
9,6.814311123509943,-5.3352161714234825,3.6018977281245204,0.3154096630388917,-0.49461120079774057,0.28004103124046054,-1.3019267773426981,1.8804575335307516,-0.6535069698400631,-1.9330823451299362
10,8.013612952095237,-4.861833962146293,4.535544622418421,0.04815646559588571,-1.4597783665038193,-0.5048848017012405,-2.1272039372924523,1.9227808360403271,-1.2408620577578,-1.7577785674262059
11,5.817244212075981,-5.207333672741281,4.094617973991234,0.9126332511685701,-0.7527023275319883,-3.171546823280168,-1.8928433415344461,0.16831039183371677,-0.6712450774025706,0.6445484369465211
12,14.467792434461513,-10.700972290537454,15.323995085930413,6.786031980780323,-3.081794145146144,-8.071043041082872,2.076971981651387,10.872385792441106,1.5941042564899182,-1.5655816900136565
13,14.467788378948962,-10.700973548142986,15.323998508735192,6.786034623160231,-3.0817966459400403,-8.071046279392418,2.0769627552364467,10.87238250752451,1.5940983940531057,-1.565572974857619
14,14.242971450140026,-12.11082101863838,19.79230820972347,12.013337235721387,-4.831362576242542,-32.10282727853431,25.43470096146514,-27.838732317822956,-1.9346219829414637,-3.7792222007559246
15,6.681445494232229,4.776569871287628,-5.297047845901809,5.146194536385922,1.5098969043942,-0.5994015711368031,0.17808562893260718,0.867366351028579,-0.29773307127730175,-1.3609107971768473
16,4.660083668466049,-2.116805182323818,-1.5525921688960858,-2.064924245568275,2.0971566099207313,0.7906551869181245,1.090205666864137,-0.16241790674918805,-1.1668334830334615,1.3225941704646749
17,3.775682025504428,3.951681247338843,-3.461673645426531,2.5780490892902224,0.32553084645484653,-0.9255987123676697,-0.11837510407704928,-0.009866948905723736,0.19917694330998129,1.12812210055716
18,9.607039558209285,5.559718653793978,-5.666312898326038,7.8524171413092425,1.7598252951872657,0.008988752238620131,-0.4638278864866213,0.14755573165321043,0.19092818005250922,0.5765128372613806
19,14.970929637157482,-14.08732722341045,19.27791632433904,7.9615182827319995,-3.860134489869461,-25.429371590132778,4.210877126170502,45.83648488011216,14.534640630455355,13.13874574139053
20,8.22659272725345,5.5452464674019915,-7.137546914641728,8.56937252312784,2.2675801950018664,-1.6281606876957408,-1.0361444814637792,0.5943748855298331,-0.5352448509919813,-0.09268042599460401
21,4.914242403990356,3.711391903448761,-3.60065108885698,3.4219393961058713,0.3290786526518183,-0.8477668785511776,-0.7964979581705518,-0.3053001650814464,0.38498138476720095,1.3700305355526468
22,4.171075664352109,-2.226924638688897,0.002077352912929477,-1.5086914379632408,0.2870868367543843,0.16990661132733564,-0.8660178730071477,-0.10883877885491189,0.4552716441106093,0.18557336942967925
23,3.4690891179910457,-1.92098176694838,-1.1286607066006786,-1.8207420376508716,1.2385570304479583,0.9793875557393186,-0.02796545596217072,-0.3194267885205179,0.6513440654944794,0.13849897306775355
24,6.166258604370926,1.6376765242056512,-2.7996025002948333,2.512187016440676,0.6924822745265212,-0.017093781353747114,-0.7375936326806529,-0.5046556561929215,0.971432015419368,1.4385270470334717
25,2.8236387045192326,6.575237850738096,-4.373733119928316,5.04851194605595,0.9769622831969388,-1.2887368094386176,2.864199765110986,3.3340389043494456,-3.000131492613191,-9.56296130441083
26,3.6356646753378508,0.6702373725605518,-1.9224583048808035,0.1782425042540588,0.3487939810214857,-0.37577321537561553,-0.13935399336287566,-0.29263307154600326,0.851992230403262,0.5330233856063143
27,3.770332877962874,-0.0632985464069843,-2.5966932663321325,-0.12385514292955103,1.280677788478884,0.0664350487410215,0.5160597658497101,-0.25934760099873394,1.119130571342806,0.4260463902717236
28,5.292733130704043,-0.5903876475801298,-0.2745237893699369,-1.1970192328847322,0.4945455704542608,1.0326544033186151,0.321840416142064,-0.29573225909147294,1.3904078892292508,0.7684767536807904
29,4.137627293942692,-1.8952369070857684,-0.43371246438087535,-1.5170141470071008,1.5177154327987061,0.22500139145817702,-0.455903904336496,-0.4938079934791577,-1.8533332466834715,2.3144431505149603
30,6.68838257075383,4.601406427129491,-6.967442879188558,5.843708158600938,2.436765182337681,-0.7123533558832178,0.2308930974748738,1.0570728597573535,-0.29272690788523154,-2.67395807882805
31,4.132978349424117,-2.5778902660056353,-1.405722157285907,-2.263167878022993,2.387189938826528,1.113564546014329,1.2182275557039162,-0.07190370059653854,-0.7580635229191353,1.143845617981379
32,3.2103574958036822,-2.5848921718313242,-1.6347983047505705,-1.9123404365972607,2.178439618659542,0.7688559468720096,1.1446458138513076,-0.07278816129965787,0.13825757534639224,0.7040462959290302
33,4.025642926236412,-2.7696274608547977,-0.9507022788637999,-1.7826092128080246,1.613532704097238,0.16231903651978777,0.442897899514152,0.3530979896005639,0.22132401567117502,0.8752828463924338
34,6.380018014764288,-1.307397036889044,-0.07701978415632708,-0.8464548751228503,0.5909913237659763,-0.3473920763120214,-0.7243317324465116,-0.16779690561991678,1.1207370257784564,2.3722795833787855
35,3.418446634190391,3.852827096501151,-0.19255762042154423,-2.735150768409933,-1.8060198674271761,-0.1961269462101061,0.18511171144029803,-0.31888194962435773,0.8286822873093764,0.5511172854345684
36,1.8942455180455047,-0.12882620994953,-1.1017018918226595,-2.0862972012539203,0.8138887230822667,1.2425498206585899,2.1661720493487033,0.23319683441646005,0.5837358344290279,-0.3178598565813304
37,1.5931687271906447,-1.4923155174148974,-1.855606840676263,-2.0726131115482493,1.805167318479079,1.5329904575804367,2.467824434153051,-0.003100147920511537,1.6614483406094012,-0.6854390779164191
38,4.370127093404498,-3.019358772693999,-0.835475665796367,-2.2041993660678827,1.7034755811670383,0.9439105554764875,1.270088863394526,0.39448371024883927,0.2623129459385092,-0.1291239496936365
39,-1.963858739444533,2.7912698380251393,-0.21449509819138915,-0.6587853257539366,0.9046317612490485,1.988986479834274,5.206143747971878,1.4308245104794268,-0.3273653309410999,-0.7682254180633806
40,1.2171894865470467,-3.5881584301669487,-1.598047767928011,-1.7119430936200128,3.198536480909927,1.5417660903926553,2.2966962245699216,0.2027943474646974,-1.109833191155061,0.6170402812037697
41,-0.7751276702706072,0.4597958792115513,-0.7912438974777064,-0.6340031945669276,0.787797978591431,1.1408711856798903,2.5578545795132537,0.33835763946837516,1.5664887839968586,-1.2005369311162188
42,1.013109304044401,-1.1059304587051249,-1.5969502840924847,-1.4901240226571832,1.3489588676034072,1.1032159051874892,1.933667784663577,-0.057760954090498765,2.132739170735394,-1.2105224075061185
43,1.2591731245477493,-2.030730420946937,-1.817880374793991,-1.5302552824678064,1.9246160914044965,1.3334965857298917,1.9322949878863513,-0.12508092171913182,2.1365511984790473,-1.1616897604546845
44,4.190275438875841,0.20841772172086367,-0.508958863949398,-1.1774298155670362,-0.10071160155350259,0.9512198245514691,0.22572462036466137,-0.011475487084766107,1.117980113183438,-0.7693889684472615
45,5.529766356164184,2.5435506666711727,-4.196755330312547,2.469014360221371,1.009021658663326,-0.8205380456053314,-0.1093631875023459,-0.3630952289432304,1.0092233347818254,0.5658606884130615
46,8.088605789061027,4.371705496651759,-7.116464019467366,5.799324687487179,2.5814250575600797,-1.1382788014656053,0.048039753105634485,0.18414656408397836,0.5428104816084076,-0.5004408033924078
47,4.81939507290273,3.041161049594236,-3.278900879836168,1.5469061683630898,0.34577301751375666,-0.42486996744185074,0.057959539093470944,-0.5018716587342418,0.9266674013823802,1.6768477420563446
48,7.135239824737309,-4.477733672942953,3.161276025581246,0.056881730404645746,-0.2907575717413928,-2.3779175784725246,-0.30159242961093646,-0.3620459078286363,-0.42509850928081877,-0.39311920033843
49,12.27051530879697,9.613739139177868,-14.978398843695775,15.800124002025017,6.356153867298132,-3.317519362131725,0.25428776270864706,2.4984323441286804,-2.271396448028142,-5.258071151641572
50,5.811570327430854,3.2492315972700143,-5.1706423345860495,2.9626486226078192,1.747805316942423,-0.6147413131082647,0.8545123619045052,0.4308344432434003,0.6974846984488268,-0.995502223045051
51,-0.8290232320878,0.5888586137119464,-0.24744716483450724,-0.2262347183951925,0.6925517713325131,0.5447554523632556,2.6491920783417404,0.8332704243757315,-0.5922827309153862,-0.12998944638991278
52,5.299002700300854,1.9190613490067228,1.3652459026561343,0.20142466148837956,-1.4815186467231514,1.839466004488311,0.21675604653254796,0.5472050666165815,-0.32163807273440115,-0.942987543226876
53,8.801210035172252,6.840500966448887,-9.314112040704472,10.146900195726618,3.1757722910479567,-2.5048714139322783,-1.815015592784909,1.377599704817071,-2.9484633864985725,-3.8668701773230554
54,3.027925783944073,-2.7912984508944034,-0.585670040779219,-2.152875413689855,1.5835229190057354,0.5980024402875423,-0.021447550425378756,-0.1756547561784777,-1.815473643788535,1.2587154994802277
55,3.1062225954328953,2.559453875224722,-2.7016400100771363,1.3463087973664551,0.11076920934743245,-0.6171294030459772,-0.34720442685255914,0.32253048668789525,-0.38015384953573583,-1.694782605067099
56,4.9433652121794855,4.8560537521415075,-5.29631618599583,3.6797139799356344,1.562938065757673,-0.6904480128439755,0.5725799655446917,0.8272386460072507,-0.7305416074481914,-2.001830135220955
57,5.5609956117100445,3.397249002560899,-4.603202413428551,4.263049496270712,1.0951468717632484,-1.3621822791364722,-0.6478021862314134,0.8563329274916326,-0.8469325846748497,-2.5159668545810843
58,-0.856553772571976,-1.2228250559666176,-0.41264671884262705,0.0895387509186776,0.42670222216982884,0.07187236698172678,0.35485695147860974,-0.16054509541145898,1.3307800153310039,-0.6381499236292327
59,3.6236470545892705,0.40761830241724495,0.41763585576709983,-1.7622862187471557,-0.8510041083756095,0.5811616861095192,0.42955931153281907,0.33060359609747225,0.45925188328911826,-0.46678451684040195
60,6.846904154105821,-0.18928390605316292,-0.16360304508762455,1.1653261585459942,0.2934999830421118,2.210868517999095,0.31949612543467715,-0.5000718314403549,0.40107844212323035,2.3758592944734223
61,6.10778262305033,-1.0739143200478496,-1.1276231943675583,-0.03913462841789682,1.3944706310836434,1.334255183828059,0.3065668990194409,-0.5362277921005554,-1.1279566184988228,3.0549017633367743
62,10.796731867484041,-3.3600467506734155,7.5024865592803,4.450177134158583,-0.9391586161275353,8.791946279342133,-0.77492891489906,-0.27866383863690714,-1.6434654692447908,1.8084599572509437
63,6.782675387345021,-2.5008443966669063,2.9133073726478584,0.37974597118081377,-0.7319236537161949,2.2478563433172325,-1.058320432504444,0.2546071172226098,-0.04439964137363028,-0.31608383238085164
